text,page,font_size_avg,font_size_max,font_size_min,font_size_variance,is_bold,is_italic,x_position,y_position,line_width,word_count,char_length,is_title_case,is_upper_case,has_numbers,starts_with_number,is_centered,has_colon,ends_with_period,all_caps_words,punctuation_ratio,font_consistency,indentation_level,page_width,page_height,prev_font_size,prev_is_bold,font_size_diff_prev,next_font_size,next_is_bold,font_size_diff_next,position_in_page,lines_in_page,relative_position_in_page,font_size_avg_norm,font_size_max_norm,x_position_norm,y_position_norm,line_width_norm,font_size_relative,font_size_percentile,filename,label
Whether permanent or temporary,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,222.9138641357422,0.0,4,30,False,False,False,False,False,False,False,0,0.0,1.0,1,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,10,54,0.18518518518518517,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.26474330657451567,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
6.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,70.0199966430664,241.09690856933594,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,0,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,12,54,0.2222222222222222,-0.13736056394868748,-0.13736056394868748,0.11768066662700237,0.28633837122248923,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Home Town as recorded in the Service Book,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,241.09690856933594,0.0,8,41,False,False,False,False,False,False,False,0,0.0,1.0,1,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,12,54,0.2222222222222222,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.28633837122248923,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
7.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,70.0199966430664,265.0389404296875,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,0,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,15,54,0.2777777777777778,-0.13736056394868748,-0.13736056394868748,0.11768066662700237,0.31477308839630347,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Whether wife / husband is employed and if,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,253.27745056152344,0.0,8,41,False,False,False,False,False,False,False,0,0.0,1.0,1,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,False,0.0,14,54,0.25925925925925924,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.30080457311344827,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
so whether entitled to LTC,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,270.85638427734375,0.0,5,26,False,False,False,False,False,False,False,1,0.0,1.0,1,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,True,0.0,16,54,0.2962962962962963,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.32168216660017074,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
8.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,70.0199966430664,309.5611572265625,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,0,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,19,54,0.35185185185185186,-0.13736056394868748,-0.13736056394868748,0.11768066662700237,0.3676498304353474,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Whether the concession is to be availed for,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,288.98095703125,0.0,8,43,False,False,False,False,False,False,False,0,0.0,1.0,1,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,False,0.0,17,54,0.3148148148148148,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.34320778744804037,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
visiting home town and if so block for which,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,306.55987548828125,0.0,9,44,False,False,False,False,False,False,False,0,0.0,1.0,1,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,18,54,0.3333333333333333,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.36408536281268555,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
LTC is to be availed.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,324.19720458984375,0.0,5,21,False,False,False,False,False,False,True,1,0.047619047619047616,1.0,1,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,True,0.0,20,54,0.37037037037037035,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.3850323094891256,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
9.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,70.0199966430664,362.833740234375,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,0,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,23,54,0.42592592592592593,-0.13736056394868748,-0.13736056394868748,0.11768066662700237,0.43091893139474463,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
(a) If the concession is to visit anywhere in,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,342.25360107421875,0.0,9,45,False,False,False,False,False,False,False,0,0.0,1.0,1,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,False,0.0,21,54,0.3888888888888889,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.40647696089574675,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
"India, the place to be visited.",1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,359.89093017578125,0.0,6,31,False,False,False,False,False,False,True,0,0.06451612903225806,1.0,1,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,22,54,0.4074074074074074,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.42742390757218673,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
(b) Block for which to be availed.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,377.4698486328125,0.0,7,34,False,False,False,False,False,False,True,0,0.029411764705882353,1.0,1,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,True,0.0,24,54,0.4444444444444444,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.448301482936832,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
10.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,70.0199966430664,416.174560546875,0.0,1,3,False,False,True,False,False,False,True,0,0.3333333333333333,1.0,0,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,32,54,0.5925925925925926,-0.13736056394868748,-0.13736056394868748,0.11768066662700237,0.49426907428369954,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Single,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,395.59442138671875,0.0,1,6,True,False,False,False,False,False,False,0,0.0,1.0,1,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,False,0.0,25,54,0.46296296296296297,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.4698271037847016,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
rail,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,136.138671875,395.59442138671875,0.0,1,4,False,False,False,False,False,False,False,0,0.0,1.0,2,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,25,54,0.46296296296296297,-0.13736056394868748,-0.13736056394868748,0.2288044905462185,0.4698271037847016,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
fare/bus,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,163.60035705566406,395.59442138671875,0.0,1,8,False,False,False,False,False,False,False,0,0.0,1.0,2,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,25,54,0.46296296296296297,-0.13736056394868748,-0.13736056394868748,0.27495858328683037,0.4698271037847016,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
fare,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,213.70704650878906,395.59442138671875,0.0,1,4,False,False,False,False,False,False,False,0,0.0,1.0,2,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,25,54,0.46296296296296297,-0.13736056394868748,-0.13736056394868748,0.3591715067374606,0.4698271037847016,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
from,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,244.8404083251953,395.59442138671875,0.0,1,4,False,False,False,False,False,False,False,0,0.0,1.0,2,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,25,54,0.46296296296296297,-0.13736056394868748,-0.13736056394868748,0.4114964845801602,0.4698271037847016,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
the,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,279.2371520996094,395.59442138671875,0.0,1,3,False,False,False,False,True,False,False,0,0.0,1.0,2,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,25,54,0.46296296296296297,-0.13736056394868748,-0.13736056394868748,0.4693061379825368,0.4698271037847016,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
headquarters to home town/place of visit by,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,413.17327880859375,0.0,7,43,False,False,False,False,False,False,False,0,0.0,1.0,1,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,31,54,0.5740740740740741,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.4907046066610377,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
shortest route.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,430.752197265625,0.0,2,15,False,False,False,False,False,False,True,0,0.06666666666666667,1.0,1,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,True,0.0,33,54,0.6111111111111112,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.511582182025683,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
11.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,70.0199966430664,498.6121826171875,0.0,1,3,False,False,True,False,False,False,True,0,0.3333333333333333,1.0,0,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,41,54,0.7592592592592593,-0.13736056394868748,-0.13736056394868748,0.11768066662700237,0.5921759888565172,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Persons in respect of whom LTC is proposed to be availed.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,95.99856567382812,448.93524169921875,0.0,11,57,False,False,False,False,False,False,True,1,0.017543859649122806,1.0,1,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,34,54,0.6296296296296297,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.5331772466736565,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
S.No,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,95.99856567382812,464.05853271484375,0.0,1,4,True,False,False,False,False,False,False,0,0.25,1.0,1,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,True,0.0,35,54,0.6481481481481481,-0.13736056394868748,-0.13736056394868748,0.16134212718290442,0.5511383998988643,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Name,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,211.41220092773438,464.05853271484375,0.0,1,4,True,False,False,False,False,False,False,0,0.0,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,35,54,0.6481481481481481,-0.13736056394868748,-0.13736056394868748,0.35531462340795694,0.5511383998988643,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Age,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,343.4770812988281,464.05853271484375,0.0,1,3,True,False,False,False,False,False,False,0,0.0,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,35,54,0.6481481481481481,-0.13736056394868748,-0.13736056394868748,0.577272405544249,0.5511383998988643,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Relationship,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,444.5849609375,464.05853271484375,0.0,1,12,True,False,False,False,False,False,False,0,0.0,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,35,54,0.6481481481481481,-0.13736056394868748,-0.13736056394868748,0.7472016150210085,0.5511383998988643,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
1.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,103.62838745117188,476.23907470703125,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,39,54,0.7222222222222222,-0.13736056394868748,-0.13736056394868748,0.17416535706079306,0.5656046017898233,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
2.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,103.62838745117188,488.47802734375,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,40,54,0.7407407407407407,-0.13736056394868748,-0.13736056394868748,0.17416535706079306,0.5801401749925772,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
3.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,103.62838745117188,500.65850830078125,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,42,54,0.7777777777777778,-0.13736056394868748,-0.13736056394868748,0.17416535706079306,0.5946063043952271,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
4.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,103.62838745117188,512.9559326171875,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,43,54,0.7962962962962963,-0.13736056394868748,-0.13736056394868748,0.17416535706079306,0.6092113213980849,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
5.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,103.62838745117188,529.4532470703125,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,44,54,0.8148148148148148,-0.13736056394868748,-0.13736056394868748,0.17416535706079306,0.6288043314374258,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
6.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,103.62838745117188,541.6921997070312,0.0,1,2,False,False,True,False,False,False,True,0,0.5,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,45,54,0.8333333333333334,-0.13736056394868748,-0.13736056394868748,0.17416535706079306,0.6433399046401796,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
12. Amount of advance required.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,70.02969360351562,561.1322631835938,25.97856903076172,5,31,False,False,True,True,False,False,True,0,0.06451612903225806,0.5,0,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,False,0.0,46,54,0.8518518518518519,-0.13736056394868748,-0.13736056394868748,0.11769696403952205,0.6664278660137694,0.043661460555902046,0.8349957121430116,0.9814814814814815,file01.pdf,None
Rs.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,304.39227294921875,561.1322631835938,0.0,1,3,True,False,False,False,True,False,True,0,0.3333333333333333,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,False,0.0,46,54,0.8518518518518519,-0.13736056394868748,-0.13736056394868748,0.5115836520154937,0.6664278660137694,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,105.07057189941406,596.8357543945312,0.0,18,99,False,False,False,False,False,False,False,0,0.010101010101010102,1.0,2,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,48,54,0.8888888888888888,-0.13736056394868748,-0.13736056394868748,0.17658919646960347,0.7088310622262841,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,70.0296630859375,608.5387573242188,0.0,17,99,False,False,False,False,False,False,True,0,0.010101010101010102,1.0,0,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,49,54,0.9074074074074074,-0.13736056394868748,-0.13736056394868748,0.11769691274947479,0.7227301155869581,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,105.08027648925781,632.061767578125,0.0,22,109,False,False,False,False,False,False,False,0,0.0,1.0,2,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,False,0.0,50,54,0.9259259259259259,-0.13736056394868748,-0.13736056394868748,0.17660550670463498,0.7506671823968231,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
"advance, I undertake to refund the entire advance in one lump sum.",1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,False,False,70.0394287109375,643.8232421875,0.0,12,66,False,False,False,False,False,False,True,0,0.030303030303030304,1.0,0,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,True,0.0,51,54,0.9444444444444444,-0.13736056394868748,-0.13736056394868748,0.11771332556460085,0.7646356795576009,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Date,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,70.0394287109375,678.9810180664062,0.0,1,4,True,False,False,False,False,False,False,0,0.0,1.0,0,595.0,842.0,9.744400024414062,False,0.0,9.744400024414062,True,0.0,52,54,0.9629629629629629,-0.13736056394868748,-0.13736056394868748,0.11771332556460085,0.8063907577985823,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Signature of Government Servant.,1,9.744400024414062,9.744400024414062,9.744400024414062,0.0,True,False,403.0445556640625,690.7425537109375,0.0,4,32,False,False,False,False,False,False,True,0,0.03125,1.0,2,595.0,842.0,9.744400024414062,True,0.0,9.744400024414062,True,0.0,53,54,0.9814814814814815,-0.13736056394868748,-0.13736056394868748,0.6773858078387605,0.8203593274476693,0.0,0.8349957121430116,0.9814814814814815,file01.pdf,None
Overview,1,24.0,24.0,24.0,0.0,True,False,252.64999389648438,189.62002563476562,0.0,1,8,True,False,False,False,False,False,False,0,0.0,1.0,2,612.0,792.0,24.0,True,0.0,24.0,True,0.0,0,6,0.0,8.355499626304898,8.361099651508306,0.4128267874125562,0.23941922428632023,0.0,1.0,1.0,file02.pdf,None
Foundation Level Extensions,1,24.0,24.0,24.0,0.0,True,False,139.3459930419922,244.84402465820312,0.0,3,27,True,False,False,False,False,False,False,0,0.0,1.0,2,612.0,792.0,24.0,True,0.0,12.0,False,12.0,1,6,0.16666666666666666,8.355499626304898,8.361099651508306,0.22768953111436632,0.3091464957805595,0.0,1.0,1.0,file02.pdf,title
Version 1.0,1,12.0,12.0,12.0,0.0,False,False,275.69000244140625,382.4300231933594,0.0,2,11,True,False,True,False,False,False,False,0,0.09090909090909091,1.0,2,612.0,792.0,24.0,True,-12.0,18.0,False,-6.0,2,6,0.3333333333333333,1.0811139489151635,1.0803367151659435,0.4504738601983762,0.48286619090070626,0.0,0.5,0.9485294117647058,file02.pdf,None
International Software Testing Qualifications Board,1,18.0,18.0,18.0,0.0,False,False,103.33999633789062,465.6999816894531,0.0,5,51,True,False,False,False,False,False,False,0,0.0,1.0,2,612.0,792.0,12.0,False,6.0,9.960000038146973,False,8.039999961853027,3,6,0.5,4.718306787610031,4.720718183337125,0.16885620316648794,0.5880050273856732,0.0,0.75,0.9950980392156863,file02.pdf,None
Copyright Notice,1,9.960000038146973,9.960000038146973,9.960000038146973,0.0,False,False,70.94400024414062,652.2861938476562,0.0,2,16,True,False,False,False,False,False,False,0,0.0,1.0,0,612.0,792.0,18.0,False,-8.039999961853027,9.960000038146973,False,0.0,4,6,0.6666666666666666,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.8235936791005761,0.0,0.4150000015894572,0.9191176470588235,file02.pdf,None
"This document may be copied in its entirety, or extracts made, if the source is acknowledged.",1,9.960000038146973,9.960000038146973,9.960000038146973,0.0,False,False,70.94400024414062,663.8099365234375,0.0,16,93,False,False,False,False,False,False,True,0,0.03225806451612903,1.0,0,612.0,792.0,9.960000038146973,False,0.0,9.960000038146973,False,0.0,5,6,0.8333333333333334,-0.15553159311644188,-0.15739296086733603,0.11592156902637357,0.8381438592467645,0.0,0.4150000015894572,0.9191176470588235,file02.pdf,None
International,2,9.960000038146973,9.960000038146973,9.960000038146973,0.0,False,False,447.9100036621094,38.62621307373047,0.0,1,13,True,False,False,False,False,False,False,0,0.0,1.0,2,612.0,792.0,9.960000038146973,False,0.0,12.0,False,-2.0399999618530273,0,11,0.0,-0.15553159311644188,-0.15739296086733603,0.7318790909511591,0.04877047105268999,0.0,0.4150000015894572,0.9191176470588235,file02.pdf,None
Overview,2,12.0,12.0,12.0,0.0,False,False,74.42400360107422,41.58000183105469,0.0,1,8,True,False,False,False,False,False,False,0,0.0,1.0,0,612.0,792.0,9.960000038146973,False,2.0399999618530273,9.960000038146973,False,2.0399999618530273,1,11,0.09090909090909091,1.0811139489151635,1.0803367151659435,0.1216078490213631,0.05250000231193774,0.0,0.5,0.9485294117647058,file02.pdf,None
Software Testing,2,9.960000038146973,9.960000038146973,9.960000038146973,0.0,False,False,437.95001220703125,50.14617156982422,0.0,2,16,True,False,False,False,False,False,False,0,0.0,1.0,2,612.0,792.0,12.0,False,-2.0399999618530273,9.960000038146973,False,0.0,2,11,0.18181818181818182,-0.15553159311644188,-0.15739296086733603,0.7156045951095282,0.0633158731942225,0.0,0.4150000015894572,0.9191176470588235,file02.pdf,None
Foundation Level Extension – Agile Tester,2,9.960000038146973,9.960000038146973,9.960000038146973,0.0,False,False,74.42400360107422,56.95212173461914,134.6659927368164,6,41,True,False,False,False,False,False,False,0,0.0,0.5,0,612.0,792.0,9.960000038146973,False,0.0,9.960000038146973,False,0.0,3,11,0.2727272727272727,-0.15553159311644188,-0.15739296086733603,0.1216078490213631,0.07190924461441811,0.22004247179218367,0.4150000015894572,0.9191176470588235,file02.pdf,None
